"voice","displayText","expectedText","transcript","similarity","semanticIssue","staticIssues","transcriptionError","bytes","durationSeconds","lessons","relativePath"
"cedar","Take it easy.","Take it easy.","","","","","","24192","1.512","","public/audio/tts/library/cedar/take-it-easy-a04abf2388bee92a.mp3"
"marin","take leave of sb.","take leave of sb.","","","","","","35328","2.208","","public/audio/tts/library/marin/take-leave-of-sb-180e6d76941f43f7.mp3"
"cedar","take leave of sb.","take leave of sb.","","","","","","40320","2.52","","public/audio/tts/library/cedar/take-leave-of-sb-180e6d76941f43f7.mp3"
"marin","take measures","take measures","","","","","","26496","1.656","","public/audio/tts/library/marin/take-measures-bf62896b70a7be1b.mp3"
"cedar","take measures","take measures","","","","","","24960","1.56","","public/audio/tts/library/cedar/take-measures-bf62896b70a7be1b.mp3"
"marin","take no notice of ..","take no notice of","","","","","","36096","2.256","","public/audio/tts/library/marin/take-no-notice-of-e47ffbff8ed20b6a.mp3"
"cedar","take no notice of ..","take no notice of","","","","","","33024","2.064","","public/audio/tts/library/cedar/take-no-notice-of-e47ffbff8ed20b6a.mp3"
"marin","take off","take off","","","","","","25728","1.608","50","public/audio/tts/library/marin/take-off-cce8d925884b7a36.mp3"
"cedar","take off","take off","","","","","","25728","1.608","50","public/audio/tts/library/cedar/take-off-cce8d925884b7a36.mp3"
"marin","take on","take on","","","","","","25728","1.608","","public/audio/tts/library/marin/take-on-d47600b0dbc52997.mp3"
"cedar","take on","take on","","","","","","24192","1.512","","public/audio/tts/library/cedar/take-on-d47600b0dbc52997.mp3"
"marin","take one's time + Ving","take one's time Ving","","","","","","56064","3.504","","public/audio/tts/library/marin/take-ones-time-ving-fb73ed5cf81b97bf.mp3"
"cedar","take one's time + Ving","take one's time Ving","","","","","","42624","2.664","","public/audio/tts/library/cedar/take-ones-time-ving-fb73ed5cf81b97bf.mp3"
"marin","take out","take out","","","","","","28800","1.8","72","public/audio/tts/library/marin/take-out-2b0a00c79ab350ee.mp3"
"cedar","take out","take out","","","","","","28032","1.752","72","public/audio/tts/library/cedar/take-out-2b0a00c79ab350ee.mp3"
"marin","take out the trash / garbage","take out the trash. Or, take out the garbage.","","","","","","61824","3.864","","public/audio/tts/library/marin/take-out-the-trash-garbage-fc0f4a0a136ed0c1.mp3"
"cedar","take out the trash / garbage","take out the trash. Or, take out the garbage.","","","","","","55296","3.456","","public/audio/tts/library/cedar/take-out-the-trash-garbage-fc0f4a0a136ed0c1.mp3"
"marin","take over","take over","","","","","","24960","1.56","","public/audio/tts/library/marin/take-over-10e0bab435e0e181.mp3"
"cedar","take over","take over","","","","","","25728","1.608","","public/audio/tts/library/cedar/take-over-10e0bab435e0e181.mp3"
"marin","take pains","take pains","","","","","","26496","1.656","","public/audio/tts/library/marin/take-pains-59d2a9f64ff98303.mp3"
"cedar","take pains","take pains","","","","","","33024","2.064","","public/audio/tts/library/cedar/take-pains-59d2a9f64ff98303.mp3"
"marin","take part in","take part in","","","","","","36864","2.304","","public/audio/tts/library/marin/take-part-in-2c1887e98690aac8.mp3"
"cedar","take part in","take part in","","","","","","24960","1.56","","public/audio/tts/library/cedar/take-part-in-2c1887e98690aac8.mp3"
"marin","take place","take place","","","","","","28800","1.8","","public/audio/tts/library/marin/take-place-4295a723d53cda90.mp3"
"cedar","take place","take place","","","","","","28032","1.752","","public/audio/tts/library/cedar/take-place-4295a723d53cda90.mp3"
"marin","take place / one's place","take place. Or, take one's place.","","","","","","57600","3.6","","public/audio/tts/library/marin/take-place-ones-place-9ae1b5d0b019605a.mp3"
"cedar","take place / one's place","take place. Or, take one's place.","","","","","","72192","4.512","","public/audio/tts/library/cedar/take-place-ones-place-9ae1b5d0b019605a.mp3"
"marin","take seriously / hard","take something seriously. Or, take something hard.","","","","","","73728","4.608","","public/audio/tts/library/marin/take-seriously-hard-bf055f09421ba365.mp3"
"cedar","take seriously / hard","take something seriously. Or, take something hard.","","","","","","70656","4.416","","public/audio/tts/library/cedar/take-seriously-hard-bf055f09421ba365.mp3"
"marin","take (the) medicine","take the medicine.","","","","","","24960","1.56","","public/audio/tts/library/marin/take-the-medicine-be67b97859912bf5.mp3"
"cedar","take (the) medicine","take the medicine.","","","","","","30720","1.92","","public/audio/tts/library/cedar/take-the-medicine-be67b97859912bf5.mp3"
"marin","take to","take to","","","","","","28800","1.8","","public/audio/tts/library/marin/take-to-95753f8977a2b2a7.mp3"
"cedar","take to","take to","","","","","","25728","1.608","","public/audio/tts/library/cedar/take-to-95753f8977a2b2a7.mp3"
"marin","take turns / notes / pictures","take turns. Or, take notes. Or, take pictures.","","","","","","81024","5.064","","public/audio/tts/library/marin/take-turns-notes-pictures-a862b0378896736d.mp3"
"cedar","take turns / notes / pictures","take turns. Or, take notes. Or, take pictures.","","","","","","72192","4.512","","public/audio/tts/library/cedar/take-turns-notes-pictures-a862b0378896736d.mp3"
"marin","take turns + Ving","take turns Ving","","","","","","33024","2.064","","public/audio/tts/library/marin/take-turns-ving-1feb616fb1488198.mp3"
"cedar","take turns + Ving","take turns Ving","","","","","","31488","1.968","","public/audio/tts/library/cedar/take-turns-ving-1feb616fb1488198.mp3"
"marin","take up","take up","","","","","","28032","1.752","","public/audio/tts/library/marin/take-up-a0b2cc752ef459c9.mp3"
"cedar","take up","take up","","","","","","22656","1.416","","public/audio/tts/library/cedar/take-up-a0b2cc752ef459c9.mp3"
"marin","take up with","take up with","","","","","","28800","1.8","","public/audio/tts/library/marin/take-up-with-622405da3606025b.mp3"
"cedar","take up with","take up with","","","","","","26496","1.656","","public/audio/tts/library/cedar/take-up-with-622405da3606025b.mp3"
"marin","talent","talent","","","","","","19200","1.2","16","public/audio/tts/library/marin/talent-cb7aba8aa91b3fa0.mp3"
"cedar","talent","talent","","","","","","21888","1.368","16","public/audio/tts/library/cedar/talent-cb7aba8aa91b3fa0.mp3"
"marin","talk","talk","","","","","","19200","1.2","61","public/audio/tts/library/marin/talk-f894a81f58bbb643.mp3"
"cedar","talk","talk","","","","","","15360","0.96","61","public/audio/tts/library/cedar/talk-f894a81f58bbb643.mp3"
"marin","talkative","talkative","","","","","","41856","2.616","14","public/audio/tts/library/marin/talkative-e27cd129372ed010.mp3"
"cedar","talkative","talkative","","","","","","21120","1.32","14","public/audio/tts/library/cedar/talkative-e27cd129372ed010.mp3"
"marin","tall","tall","","","","","","35328","2.208","11","public/audio/tts/library/marin/tall-e9cad0924f6bc91e.mp3"
"cedar","tall","tall","","","","","","16128","1.008","11","public/audio/tts/library/cedar/tall-e9cad0924f6bc91e.mp3"
"marin","tangerine","tangerine","","","","","","22656","1.416","38","public/audio/tts/library/marin/tangerine-4c9a48922e348a8d.mp3"
"cedar","tangerine","tangerine","","","","","","25728","1.608","38","public/audio/tts/library/cedar/tangerine-4c9a48922e348a8d.mp3"
"marin","tank","tank","","","","","","19968","1.248","5","public/audio/tts/library/marin/tank-1d1adff55b729c53.mp3"
"cedar","tank","tank","","","","","","13824","0.864","5","public/audio/tts/library/cedar/tank-1d1adff55b729c53.mp3"
"marin","tape","tape","","","","","","18432","1.152","80","public/audio/tts/library/marin/tape-7b7fe612dbfb91a6.mp3"
"cedar","tape","tape","","","","","","13824","0.864","80","public/audio/tts/library/cedar/tape-7b7fe612dbfb91a6.mp3"
"marin","taste","taste","","","","","","26496","1.656","19","public/audio/tts/library/marin/taste-053ec11111cc377a.mp3"
"cedar","taste","taste","","","","","","44160","2.76","19","public/audio/tts/library/cedar/taste-053ec11111cc377a.mp3"
"marin","taxi","taxi","","","","","","16896","1.056","91","public/audio/tts/library/marin/taxi-b0267147745739d8.mp3"
"cedar","taxi","taxi","","","","","","26496","1.656","91","public/audio/tts/library/cedar/taxi-b0267147745739d8.mp3"
"marin","tea","tea","","","","","","16896","1.056","42","public/audio/tts/library/marin/tea-b49c876df8b640bd.mp3"
"cedar","tea","tea","","","","","","24960","1.56","42","public/audio/tts/library/cedar/tea-b49c876df8b640bd.mp3"
"marin","teach","teach","","","","","","17664","1.104","75","public/audio/tts/library/marin/teach-cb5edcc68cb38095.mp3"
"cedar","teach","teach","","","","","","15360","0.96","75","public/audio/tts/library/cedar/teach-cb5edcc68cb38095.mp3"
"marin","teacher","teacher","","","","","","19968","1.248","75","public/audio/tts/library/marin/teacher-b2aee3abae78ec86.mp3"
"cedar","teacher","teacher","","","","","","19200","1.2","75","public/audio/tts/library/cedar/teacher-b2aee3abae78ec86.mp3"
"marin","Teacher's Day","Teacher's Day","","","","","","24960","1.56","101","public/audio/tts/library/marin/teachers-day-345b3760c3367b99.mp3"
"cedar","Teacher's Day","Teacher's Day","","","","","","24960","1.56","101","public/audio/tts/library/cedar/teachers-day-345b3760c3367b99.mp3"
"marin","team","team","","","","","","17664","1.104","57","public/audio/tts/library/marin/team-ff982dbde7f65eed.mp3"
"cedar","team","team","","","","","","32256","2.016","57","public/audio/tts/library/cedar/team-ff982dbde7f65eed.mp3"
"marin","team up with...","team up with","","","","","","27264","1.704","","public/audio/tts/library/marin/team-up-with-06f9a5ac5b1d84a4.mp3"
"cedar","team up with...","team up with","","","","","","29568","1.848","","public/audio/tts/library/cedar/team-up-with-06f9a5ac5b1d84a4.mp3"
"marin","teapot","teapot","","","","","","28800","1.8","70","public/audio/tts/library/marin/teapot-ee6b03a4718881c2.mp3"
"cedar","teapot","teapot","","","","","","13824","0.864","70","public/audio/tts/library/cedar/teapot-ee6b03a4718881c2.mp3"
"marin","tear","tear","","","","","","11520","0.72","22","public/audio/tts/library/marin/tear-1e2a236bf3d8b1bb.mp3"
"cedar","tear","tear","","","","","","11520","0.72","22","public/audio/tts/library/cedar/tear-1e2a236bf3d8b1bb.mp3"
"marin","tear down","tear down","","","","","","31488","1.968","","public/audio/tts/library/marin/tear-down-61ca8d1b0061156b.mp3"
"cedar","tear down","tear down","","","","","","28032","1.752","","public/audio/tts/library/cedar/tear-down-61ca8d1b0061156b.mp3"
"marin","teenager","teenager","","","","","","21888","1.368","1","public/audio/tts/library/marin/teenager-12bcdd7dcefda1d5.mp3"
"cedar","teenager","teenager","","","","","","23424","1.464","1","public/audio/tts/library/cedar/teenager-12bcdd7dcefda1d5.mp3"
"marin","telephone","telephone","","","","","","21120","1.32","68","public/audio/tts/library/marin/telephone-991923f3d8572d32.mp3"
"cedar","telephone","telephone","","","","","","22656","1.416","68","public/audio/tts/library/cedar/telephone-991923f3d8572d32.mp3"
"marin","television","television","","","","","","16896","1.056","68","public/audio/tts/library/marin/television-081ccf7fa46c406b.mp3"
"cedar","television","television","","","","","","28032","1.752","68","public/audio/tts/library/cedar/television-081ccf7fa46c406b.mp3"
"marin","television (TV)","television. Or, T V.","","","","","","44928","2.808","","public/audio/tts/library/marin/television-tv-e01b5e39fd87dcb0.mp3"
"cedar","television (TV)","television. Or, T V.","","","","","","50688","3.168","","public/audio/tts/library/cedar/television-tv-e01b5e39fd87dcb0.mp3"
"marin","tell A from B","tell A from B","","","","","","40320","2.52","","public/audio/tts/library/marin/tell-a-from-b-be8ad90802cadabc.mp3"
"cedar","tell A from B","tell A from B","","","","","","30720","1.92","","public/audio/tts/library/cedar/tell-a-from-b-be8ad90802cadabc.mp3"
"marin","tell a lie","tell a lie","","","","","","21888","1.368","","public/audio/tts/library/marin/tell-a-lie-885b7a0a5675ce1b.mp3"
"cedar","tell a lie","tell a lie","","","","","","30720","1.92","","public/audio/tts/library/cedar/tell-a-lie-885b7a0a5675ce1b.mp3"
"marin","tell against","tell against","","","","","","27264","1.704","","public/audio/tts/library/marin/tell-against-291c33d705f34195.mp3"
"cedar","tell against","tell against","","","","","","32256","2.016","","public/audio/tts/library/cedar/tell-against-291c33d705f34195.mp3"
"marin","tell","tell","","","","","","15360","0.96","95","public/audio/tts/library/marin/tell-c293e01218d3aab6.mp3"
"cedar","tell","tell","","","","","","27264","1.704","95","public/audio/tts/library/cedar/tell-c293e01218d3aab6.mp3"
"marin","tell off","tell off","","","","","","26496","1.656","","public/audio/tts/library/marin/tell-off-7291cc78b3a84e9b.mp3"
"cedar","tell off","tell off","","","","","","21888","1.368","","public/audio/tts/library/cedar/tell-off-7291cc78b3a84e9b.mp3"
"marin","tell the truth","tell the truth","","","","","","35328","2.208","","public/audio/tts/library/marin/tell-the-truth-388c89df571d6a4e.mp3"
"cedar","tell the truth","tell the truth","","","","","","26496","1.656","","public/audio/tts/library/cedar/tell-the-truth-388c89df571d6a4e.mp3"
"marin","Tell you what.","Tell you what.","","","","","","38400","2.4","","public/audio/tts/library/marin/tell-you-what-219b09f63ad56c52.mp3"
"cedar","Tell you what.","Tell you what.","","","","","","17664","1.104","","public/audio/tts/library/cedar/tell-you-what-219b09f63ad56c52.mp3"
"marin","temperature","temperature","","","","","","16896","1.056","105","public/audio/tts/library/marin/temperature-c37584dfa6205302.mp3"
"cedar","temperature","temperature","","","","","","18432","1.152","105","public/audio/tts/library/cedar/temperature-c37584dfa6205302.mp3"
"marin","temple","temple","","","","","","16896","1.056","54","public/audio/tts/library/marin/temple-1bf88981f012e367.mp3"
"cedar","temple","temple","","","","","","25728","1.608","54","public/audio/tts/library/cedar/temple-1bf88981f012e367.mp3"
"marin","ten","ten","","","","","","23424","1.464","29","public/audio/tts/library/marin/ten-6db0f6e1133a0deb.mp3"
"cedar","ten","ten","","","","","","34560","2.16","29","public/audio/tts/library/cedar/ten-6db0f6e1133a0deb.mp3"
"marin","tennis","tennis","","","","","","17664","1.104","52","public/audio/tts/library/marin/tennis-daf449b760568a1a.mp3"
"cedar","tennis","tennis","","","","","","17664","1.104","52","public/audio/tts/library/cedar/tennis-daf449b760568a1a.mp3"
"marin","tent","tent","","","","","","16896","1.056","53","public/audio/tts/library/marin/tent-2eade26fcd47184e.mp3"
"cedar","tent","tent","","","","","","15360","0.96","53","public/audio/tts/library/cedar/tent-2eade26fcd47184e.mp3"
"marin","term","term","","","","","","23424","1.464","81","public/audio/tts/library/marin/term-394bb5492897fb19.mp3"
"cedar","term","term","","","","","","21888","1.368","81","public/audio/tts/library/cedar/term-394bb5492897fb19.mp3"
"marin","terrible","terrible","","","","","","19968","1.248","62","public/audio/tts/library/marin/terrible-d198f98bbab18dd2.mp3"
"cedar","terrible","terrible","","","","","","22656","1.416","62","public/audio/tts/library/cedar/terrible-d198f98bbab18dd2.mp3"
"marin","terrific","terrific","","","","","","22656","1.416","81","public/audio/tts/library/marin/terrific-742c339c6f39bcf9.mp3"
"cedar","terrific","terrific","","","","","","26496","1.656","81","public/audio/tts/library/cedar/terrific-742c339c6f39bcf9.mp3"
"marin","test","test","","","","","","21120","1.32","79","public/audio/tts/library/marin/test-f2ca1bb6c7e907d0.mp3"
"cedar","test","test","","","","","","14592","0.912","79","public/audio/tts/library/cedar/test-f2ca1bb6c7e907d0.mp3"
"marin","textbook","textbook","","","","","","18432","1.152","79","public/audio/tts/library/marin/textbook-9e5d63cc6d24eb26.mp3"
"cedar","textbook","textbook","","","","","","25728","1.608","79","public/audio/tts/library/cedar/textbook-9e5d63cc6d24eb26.mp3"
"marin","than","than","","","","","","15360","0.96","132","public/audio/tts/library/marin/than-d56f2e9d3947c1bb.mp3"
"cedar","than","than","","","","","","22656","1.416","132","public/audio/tts/library/cedar/than-d56f2e9d3947c1bb.mp3"
"marin","thank","thank","","","","","","21888","1.368","64","public/audio/tts/library/marin/thank-113ddfae956ae7fe.mp3"
"cedar","thank","thank","","","","","","24960","1.56","64","public/audio/tts/library/cedar/thank-113ddfae956ae7fe.mp3"
"marin","Thank goodness / God.","Thank goodness. Or, thank God.","","","","","","59520","3.72","","public/audio/tts/library/marin/thank-goodness-god-818079ed53a57fca.mp3"
"cedar","Thank goodness / God.","Thank goodness. Or, thank God.","","","","","","37632","2.352","","public/audio/tts/library/cedar/thank-goodness-god-818079ed53a57fca.mp3"
"marin","thanks for + V-ing / N","thanks for doing something. Or, thanks for something.","","","","","","69888","4.368","","public/audio/tts/library/marin/thanks-for-v-ing-n-5f9815cde968c10b.mp3"
"cedar","thanks for + V-ing / N","thanks for doing something. Or, thanks for something.","","","","","","52224","3.264","","public/audio/tts/library/cedar/thanks-for-v-ing-n-5f9815cde968c10b.mp3"
"marin","thanks to","thanks to","","","","","","19968","1.248","","public/audio/tts/library/marin/thanks-to-f5832d4c946b7204.mp3"
"cedar","thanks to","thanks to","","","","","","28800","1.8","","public/audio/tts/library/cedar/thanks-to-f5832d4c946b7204.mp3"
"marin","Thanksgiving","Thanksgiving","","","","","","21120","1.32","101","public/audio/tts/library/marin/thanksgiving-d63e36939932de79.mp3"
"cedar","Thanksgiving","Thanksgiving","","","","","","39168","2.448","101","public/audio/tts/library/cedar/thanksgiving-d63e36939932de79.mp3"
"marin","that","that","","","","","","22656","1.416","125","public/audio/tts/library/marin/that-f2c28281ab712fc2.mp3"
"cedar","that","that","","","","","","10368","0.648","125","public/audio/tts/library/cedar/that-f2c28281ab712fc2.mp3"
"marin","the","the","","","","","","13824","0.864","125","public/audio/tts/library/marin/the-a587693500a37d17.mp3"
"cedar","the","the","","","","","","14592","0.912","125","public/audio/tts/library/cedar/the-a587693500a37d17.mp3"
"marin","The more, the better.","The more, the better.","","","","","","23424","1.464","","public/audio/tts/library/marin/the-more-the-better-9118a20dd2de9a6a.mp3"
"cedar","The more, the better.","The more, the better.","","","","","","33024","2.064","","public/audio/tts/library/cedar/the-more-the-better-9118a20dd2de9a6a.mp3"
"marin","the rest","the rest","","","","","","48000","3","","public/audio/tts/library/marin/the-rest-ce27dd52362f08c1.mp3"
"cedar","the rest","the rest","","","","","","19200","1.2","","public/audio/tts/library/cedar/the-rest-ce27dd52362f08c1.mp3"
"marin","theater","theater","","","","","","23424","1.464","85","public/audio/tts/library/marin/theater-2de5605ec1f0a2f4.mp3"
"cedar","theater","theater","","","","","","13056","0.816","85","public/audio/tts/library/cedar/theater-2de5605ec1f0a2f4.mp3"
"marin","their","their","","","","","","14592","0.912","125","public/audio/tts/library/marin/their-7db69f4aef6a99e8.mp3"
"cedar","their","their","","","","","","19200","1.2","125","public/audio/tts/library/cedar/their-7db69f4aef6a99e8.mp3"
"marin","theirs","theirs","","","","","","19200","1.2","126","public/audio/tts/library/marin/theirs-ed9c86a61e05623a.mp3"
"cedar","theirs","theirs","","","","","","21888","1.368","126","public/audio/tts/library/cedar/theirs-ed9c86a61e05623a.mp3"
"marin","them","them","","","","","","16896","1.056","126","public/audio/tts/library/marin/them-c2b424bc17a7e755.mp3"
"cedar","them","them","","","","","","13824","0.864","126","public/audio/tts/library/cedar/them-c2b424bc17a7e755.mp3"
"marin","themselves","themselves","","","","","","22656","1.416","126","public/audio/tts/library/marin/themselves-8bd4e5166c0e9dfa.mp3"
"cedar","themselves","themselves","","","","","","26496","1.656","126","public/audio/tts/library/cedar/themselves-8bd4e5166c0e9dfa.mp3"
"marin","then","then","","","","","","15360","0.96","120|133","public/audio/tts/library/marin/then-8d8d7fe1a8f1344d.mp3"
"cedar","then","then","","","","","","13056","0.816","120|133","public/audio/tts/library/cedar/then-8d8d7fe1a8f1344d.mp3"
"marin","there","there","","","","","","18432","1.152","","public/audio/tts/library/marin/there-1ab094ade32450c6.mp3"
"cedar","there","there","","","","","","13824","0.864","","public/audio/tts/library/cedar/there-1ab094ade32450c6.mp3"
"marin","There you go.","There you go.","","","","","","28800","1.8","","public/audio/tts/library/marin/there-you-go-747ab54ca466283e.mp3"
"cedar","There you go.","There you go.","","","","","","13824","0.864","","public/audio/tts/library/cedar/there-you-go-747ab54ca466283e.mp3"
"marin","therefore","therefore","","","","","","15360","0.96","120","public/audio/tts/library/marin/therefore-aa939f01ad664dfe.mp3"
"cedar","therefore","therefore","","","","","","19968","1.248","120","public/audio/tts/library/cedar/therefore-aa939f01ad664dfe.mp3"
"marin","these","these","","","","","","16896","1.056","125","public/audio/tts/library/marin/these-38527a0e08fc93a8.mp3"
"cedar","these","these","","","","","","21888","1.368","125","public/audio/tts/library/cedar/these-38527a0e08fc93a8.mp3"
"marin","they","they","","","","","","14592","0.912","126","public/audio/tts/library/marin/they-d8fa9c6fcd5510d3.mp3"
"cedar","they","they","","","","","","14592","0.912","126","public/audio/tts/library/cedar/they-d8fa9c6fcd5510d3.mp3"
"marin","thick","thick","","","","","","18432","1.152","98","public/audio/tts/library/marin/thick-13a9fcfa62f04207.mp3"
"cedar","thick","thick","","","","","","16896","1.056","98","public/audio/tts/library/cedar/thick-13a9fcfa62f04207.mp3"
"marin","thief","thief","","","","","","17664","1.104","5","public/audio/tts/library/marin/thief-fff1736e2907af4e.mp3"
"cedar","thief","thief","","","","","","21888","1.368","5","public/audio/tts/library/cedar/thief-fff1736e2907af4e.mp3"
"marin","thin","thin","","","","","","13824","0.864","11|98","public/audio/tts/library/marin/thin-0ed3a8867823cb5e.mp3"
"cedar","thin","thin","","","","","","22656","1.416","11|98","public/audio/tts/library/cedar/thin-0ed3a8867823cb5e.mp3"
"marin","thing","thing","","","","","","23424","1.464","9","public/audio/tts/library/marin/thing-a77e4c11a57f1d75.mp3"
"cedar","thing","thing","","","","","","19968","1.248","9","public/audio/tts/library/cedar/thing-a77e4c11a57f1d75.mp3"
"marin","think about","think about","","","","","","33024","2.064","","public/audio/tts/library/marin/think-about-cbf72b9f8993d79d.mp3"
"cedar","think about","think about","","","","","","24192","1.512","","public/audio/tts/library/cedar/think-about-cbf72b9f8993d79d.mp3"
"marin","think all the better of ...","think all the better of","","","","","","43392","2.712","","public/audio/tts/library/marin/think-all-the-better-of-db57a26ab09c8d99.mp3"
"cedar","think all the better of ...","think all the better of","","","","","","34560","2.16","","public/audio/tts/library/cedar/think-all-the-better-of-db57a26ab09c8d99.mp3"
"marin","think back","think back","","","","","","28032","1.752","","public/audio/tts/library/marin/think-back-c98c8a66e7c6e7c9.mp3"
"cedar","think back","think back","","","","","","21120","1.32","","public/audio/tts/library/cedar/think-back-c98c8a66e7c6e7c9.mp3"
"marin","think","think","","","","","","26496","1.656","18","public/audio/tts/library/marin/think-eab804fce93e9241.mp3"
"cedar","think","think","","","","","","21120","1.32","18","public/audio/tts/library/cedar/think-eab804fce93e9241.mp3"
"marin","think highly／much of ...","think highly／much of","","","","","","47232","2.952","","public/audio/tts/library/marin/think-highly-much-of-53405328499e6552.mp3"
"cedar","think highly／much of ...","think highly／much of","","","","","","44160","2.76","","public/audio/tts/library/cedar/think-highly-much-of-53405328499e6552.mp3"
"marin","think ill of ...","think ill of","","","","","","34560","2.16","","public/audio/tts/library/marin/think-ill-of-5f5959990f6cb07a.mp3"
"cedar","think ill of ...","think ill of","","","","","","30720","1.92","","public/audio/tts/library/cedar/think-ill-of-5f5959990f6cb07a.mp3"
"marin","think nothing of ...","think nothing of","","","","","","38400","2.4","","public/audio/tts/library/marin/think-nothing-of-3bfb6e1844f01046.mp3"
"cedar","think nothing of ...","think nothing of","","","","","","57600","3.6","","public/audio/tts/library/cedar/think-nothing-of-3bfb6e1844f01046.mp3"
"marin","think of","think of","","","","","","24960","1.56","","public/audio/tts/library/marin/think-of-05f57ff150d5f309.mp3"
"cedar","think of","think of","","","","","","30720","1.92","","public/audio/tts/library/cedar/think-of-05f57ff150d5f309.mp3"
"marin","think of ...","think of","","","","","","32256","2.016","","public/audio/tts/library/marin/think-of-bdaba8959f20ec90.mp3"
"cedar","think of ...","think of","","","","","","31488","1.968","","public/audio/tts/library/cedar/think-of-bdaba8959f20ec90.mp3"
"marin","think out","think out","","","","","","22656","1.416","","public/audio/tts/library/marin/think-out-4aec4f1fa4d566cd.mp3"
"cedar","think out","think out","","","","","","34560","2.16","","public/audio/tts/library/cedar/think-out-4aec4f1fa4d566cd.mp3"
"marin","think over","think over","","","","","","27264","1.704","","public/audio/tts/library/marin/think-over-224c52dd44416ef7.mp3"
"cedar","think over","think over","","","","","","32256","2.016","","public/audio/tts/library/cedar/think-over-224c52dd44416ef7.mp3"
"marin","think poorly／little of ...","think poorly／little of","","","","","","55296","3.456","","public/audio/tts/library/marin/think-poorly-little-of-39ef9335f3b8a940.mp3"
"cedar","think poorly／little of ...","think poorly／little of","","","","","","41856","2.616","","public/audio/tts/library/cedar/think-poorly-little-of-39ef9335f3b8a940.mp3"
"marin","think up","think up","","","","","","34560","2.16","","public/audio/tts/library/marin/think-up-bdba55174d4bc9d9.mp3"
"cedar","think up","think up","","","","","","27264","1.704","","public/audio/tts/library/cedar/think-up-bdba55174d4bc9d9.mp3"
"marin","think well of ...","think well of","","","","","","27264","1.704","","public/audio/tts/library/marin/think-well-of-63aef5cc8a509f29.mp3"
"cedar","think well of ...","think well of","","","","","","39168","2.448","","public/audio/tts/library/cedar/think-well-of-63aef5cc8a509f29.mp3"
"marin","third","third","","","","","","28800","1.8","30","public/audio/tts/library/marin/third-5eef8098ed6ec0a1.mp3"
"cedar","third","third","","","","","","19968","1.248","30","public/audio/tts/library/cedar/third-5eef8098ed6ec0a1.mp3"
"marin","thirsty","thirsty","","","","","","33792","2.112","21","public/audio/tts/library/marin/thirsty-5098897cb3186ead.mp3"
"cedar","thirsty","thirsty","","","","","","19968","1.248","21","public/audio/tts/library/cedar/thirsty-5098897cb3186ead.mp3"
"marin","thirteen","thirteen","","","","","","17664","1.104","29","public/audio/tts/library/marin/thirteen-a3b55d63fec676d7.mp3"
"cedar","thirteen","thirteen","","","","","","21888","1.368","29","public/audio/tts/library/cedar/thirteen-a3b55d63fec676d7.mp3"
"marin","thirty","thirty","","","","","","18432","1.152","30","public/audio/tts/library/marin/thirty-b89da536f7c2d1cb.mp3"
"cedar","thirty","thirty","","","","","","21888","1.368","30","public/audio/tts/library/cedar/thirty-b89da536f7c2d1cb.mp3"
"marin","this","this","","","","","","17664","1.104","125","public/audio/tts/library/marin/this-c18d547cafb43e30.mp3"
"cedar","this","this","","","","","","19200","1.2","125","public/audio/tts/library/cedar/this-c18d547cafb43e30.mp3"
"marin","those","those","","","","","","15360","0.96","125","public/audio/tts/library/marin/those-2395b9ca88c61c0b.mp3"
"cedar","those","those","","","","","","16896","1.056","125","public/audio/tts/library/cedar/those-2395b9ca88c61c0b.mp3"
"marin","thought","thought","","","","","","17664","1.104","18","public/audio/tts/library/marin/thought-252a038732e401e8.mp3"
"cedar","thought","thought","","","","","","18432","1.152","18","public/audio/tts/library/cedar/thought-252a038732e401e8.mp3"
"marin","thousand","thousand","","","","","","24192","1.512","30","public/audio/tts/library/marin/thousand-e55e395e4f0af879.mp3"
"cedar","thousand","thousand","","","","","","36096","2.256","30","public/audio/tts/library/cedar/thousand-e55e395e4f0af879.mp3"
"marin","three","three","","","","","","17664","1.104","29","public/audio/tts/library/marin/three-f6936912184481f5.mp3"
"cedar","three","three","","","","","","28800","1.8","29","public/audio/tts/library/cedar/three-f6936912184481f5.mp3"
"marin","throat","throat","","","","","","24960","1.56","20","public/audio/tts/library/marin/throat-4d82d002c087e689.mp3"
"cedar","throat","throat","","","","","","13824","0.864","20","public/audio/tts/library/cedar/throat-4d82d002c087e689.mp3"
"marin","through","through","","","","","","17664","1.104","131|132","public/audio/tts/library/marin/through-2e56183432951988.mp3"
"cedar","through","through","","","","","","39168","2.448","131|132","public/audio/tts/library/cedar/through-2e56183432951988.mp3"
"marin","throw","throw","","","","","","22656","1.416","59","public/audio/tts/library/marin/throw-8f05256d87c7a6ae.mp3"
"cedar","throw","throw","","","","","","19968","1.248","59","public/audio/tts/library/cedar/throw-8f05256d87c7a6ae.mp3"
"marin","throw about / around","throw about, or around","","","","","","46464","2.904","","public/audio/tts/library/marin/throw-about-around-f682b95e92725621.mp3"
"cedar","throw about / around","throw about, or around","","","","","","48000","3","","public/audio/tts/library/cedar/throw-about-around-f682b95e92725621.mp3"
"marin","throw away","throw away","","","","","","26496","1.656","","public/audio/tts/library/marin/throw-away-57ce1b80f209d7f0.mp3"
